ObjectID,LATITUDE,LONGITUDE,LOC_DOCK,NAV_UNIT_ID,NAV_UNIT_GUID,UNLOCODE,NAV_UNIT_NAME,FAC_TYPE,DATA_RECORD_STATUS,LOCATION_DESCRIPTION,STREET_ADDRESS,CITY_OR_TOWN,STATE,ZIPCODE,COUNTY_NAME,COUNTY_FIPS_CODE,CONGRESS,CONGRESS_FIPS,TOWS_LINK_NUM,TOWS_MILE,WTWY,WTWY_NAME,PORT,PORT_NAME,PSA,PSA_NAME,MILE,BANK,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NOTE,RAILWAY_NOTE,COMMODITIES,CONSTRUCTION,MECHANICAL_HANDLING,REMARKS,VERTICAL_DATUM,DEPTH_MIN,DEPTH_MAX,BERTHING_LARGEST,BERTHING_TOTAL,DECK_HEIGHT_MIN,DECK_HEIGHT_MAX,PARENT_OR_CHILD,SERVICE_INITIATION_DATE,x,y
2047,64.929396,-161.163265,97690-650,01Y4,2248,KKA,KOYUK VILLAGE,Dock,Validated for TOWS,,,KOYUK,AK,99753,Nome,180,113,00,8254,143,4888,"Norton Sound, AK",,,,,143,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-161.163265,64.9293960000001
2048,63.629739,-167.011443,97690-100,01XK,2229,TLA,ANCHORAGE,Anchorage,Validated for TOWS,,,TELLER,AK,99778,Nome,180,112,00,8254,0,4888,"Norton Sound, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-167.011443,63.629739
2049,64.546103,-163.034812,97690-350,01XY,2242,WMO,"GOLOVIN VILLAGE, ALASKA",Dock,Validated for TOWS,,,WHITE MOUNTAIN,AK,99784,Nome,180,113,00,8254,80,4888,"Norton Sound, AK",,,,,80,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-163.034812,64.5461030000001
2050,63.779896,-171.741111,97692-220,02AT,2679,GAM,"GAMBELL, AK ANCHORAGE",Anchorage,Validated for TOWS,,,GAMBELL,AK,99742,Nome,180,112,00,8256,0,4971,"St. Lawrence Island, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-171.741111,63.7798960000001
2051,64.61603,-162.259135,97690-450,01Y1,2245,ELI,ELIM VILLAGE,Dock,Validated for TOWS,,,ELIM,AK,99739,Nome,180,113,00,8254,120,4888,"Norton Sound, AK",,,,,120,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-162.259135,64.6160300000001
2052,64.697686,-162.030949,97690-500,01Y2,2246,ELI,MOSES POINT VILLAGE,,Validated for TOWS,,,ELIM,AK,99739,Nome,180,113,00,8254,122,4888,"Norton Sound, AK",,,,,122,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-162.030949,64.697686
2053,60.869169,-161.237942,96460-102,02DK,2773,AKI,TULUKSAK,Dock,Validated for TOWS,,,AKIAK,AK,99552,Bethel,50,112,00,8243,123,4819,"Kuskokwim River, AK",,,,,123,,,,,,,"Gasoline, Jet Fuel, Kerosene | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,e",,,,,,,,,,,,01-JAN-1990,-161.237942,60.8691690000001
2054,61.211272,-160.753858,96460-111,02DL,2774,TLT,LOWER KALSAG VILLAGE,Dock,Validated for TOWS,,,TULUKSAK,AK,99679,Bethel,50,112,00,8243,165,4819,"Kuskokwim River, AK",,,,,165,,,,,,,Primary Non-Ferrous Metal Products;Fabricated Metal Prods.,,,,,,,,,,,,01-JAN-1990,-160.753858,61.2112720000001
2055,64.124913,-161.307454,97690-690,01Y5,2249,ELI,BESBORO ISLAND,,Validated for TOWS,,,ELIM,AK,99739,Nome,180,113,00,8254,118,4888,"Norton Sound, AK",,,,,118,,,,,,,,,,,,,,,,,,,01-JAN-1990,-161.307454,64.124913
2056,64.347978,-161.183192,97690-700,01Y6,2250,ELI,SHAKTOOLIK VILLAGE,Dock,Validated for TOWS,,,ELIM,AK,99739,Nome,180,113,00,8254,120,4888,"Norton Sound, AK",,,,,120,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-161.183192,64.3479780000001
2057,63.47667,-162.02778,97690-775,01Y8,2252,,"YUTANA BARGE LINES, ST. MICHAELS DK",Dock,Validated for TOWS,,,SAINT MICHAEL,AK,99659,Nome,180,112,00,8254,100,4888,"Norton Sound, AK",,,,,100,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-162.02778,63.4766700000001
2058,63.519975,-162.289535,97690-800,01Y9,2253,WMO,STEBBINS VILLAGE,Dock,Validated for TOWS,,,WHITE MOUNTAIN,AK,99784,Nome,180,113,00,8254,85,4888,"Norton Sound, AK",,,,,85,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-162.289535,63.519975
2059,60.780241,-161.637008,96460-072,02DG,2770,BET,KWETHLUK VILLAGE,Dock,Validated for TOWS,,,BETHEL,AK,99559,Bethel,50,112,00,8243,85,4819,"Kuskokwim River, AK",,,,,85,,,,,,,"Gasoline, Jet Fuel, Kerosene | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrou",,,,,,,,,,,,01-JAN-1990,-161.637008,60.780241
2060,60.816549,-161.548686,96460-081,02DH,2771,KWT,AKIACHAK VILLAGE,Dock,Validated for TOWS,,,KWETHLUK,AK,99621,Bethel,50,112,00,8243,93,4819,"Kuskokwim River, AK",,,,,93,,,,,,,"Gasoline, Jet Fuel, Kerosene | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingo",,,,,,,,,,,,01-JAN-1990,-161.548686,60.8165490000001
2061,60.834719,-161.446338,96460-091,02DJ,2772,KWT,AKIAK,Dock,Validated for TOWS,,,KWETHLUK,AK,99621,Bethel,50,112,00,8243,105,4819,"Kuskokwim River, AK",,,,,105,,,,,,,"Gasoline, Jet Fuel, Kerosene | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingo",,,,,,,,,,,,01-JAN-1990,-161.446338,60.8347190000001
2062,61.906456,-157.772547,96460-201,02DY,2786,RDV,STONY CREEK VILLAGE,Dock,Validated for TOWS,,,RED DEVIL,AK,99656,Bethel,50,112,00,8243,360,4819,"Kuskokwim River, AK",,,,,360,,,,,,,"Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-157.772547,61.906456
2219,58.84337,-160.20278,96100-250,0P9P,26917,KFP,SUMMIT ISLAND,Dock,Validated for TOWS,,,FALSE PASS,AK,99583,Aleutians East,13,116,00,8192,0,4945,"False Pass Harbor, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",,,,,,,,,,,,07-JUL-2003,-160.20278,58.84337
2235,59.604444,-151.41833,95220-400,0TKX,31889,HOM,"Homer Small Boat Harbor, North Fuel Float.",Dock,Validated for Public,"North side of Kachemak Bay, Homer, at lower portion of northeast side of Small-Boat Harbor.",,Homer,AK,99603,Kenai Peninsula,122,112,00,8127,,4844,"Homer Harbor, AK",4830.00,"Homer, AK",,,,,,"Current Owner and Operator: Harbor Enterprises, Inc. dba Petro Marine Services. Phone: 907-235-8818/4071 FAX: 907/235-2144",Fueling vessels.,"Via Freight Dock Road, asphalt-and-unimproved, various widths; from Homer Spit Road and Sterling Highway (State Highway 1), dual lanes, each asphalt, various widths.",None.,,Timber float moored to steel piles with 70- by 4-foot steel-ramp approach.,None.,"One 3- and two 2-inch pipelines extend to float from three steel storage tanks at rear; total capacity 4,500 barrels.  Float, operated only during the summer months, has eight fueling stations.",MLLW (Mean Lower Low Water),20,20,178,178,,,Child,01-JAN-1990,-151.41833,59.6044440000001
2236,61.125833,-146.34944,95130-205,0TL0,31892,VDZ,"City of Valdez Small Boat Harbor, Tour and Fuel Floats.",Dock,Validated for Public,"Northerly shore of Port Valdez, at northwest side of Small-Boat Harbor.",105 Airport Road,Valdez,AK,99686,Valdez-Cordova,261,112,00,8081,,4818,"Valdez Harbor (Small Boat Harbor), AK",4816.00,"Valdez, AK",,,,,Current Operator: City of Valdez and Valdez Fuel Co. Phone: 907-835-4558 FAX: 907/835-3718,Current Owner: State of Alaska and City of Valdez.,Mooring commercial-and-excursion vessels and recreational craft; fueling small vessels.,"Via North Harbor Drive, unpaved, various widths; from Meals Avenue, dual lane, each asphalt, 30 feet wide.",None.,,"One 150- by 8-foot concrete float at inner end of tour float, with floats moored to timber-and-steel piles with two steel-ramp approaches.",None.,"City of Valdez:  Wharf has six fueling stations.
Valdez Fuel Co.:  Two 2-inch pipelines extend from wharf 
to two steel storage tanks at rear; total capacity 
350 barrels.",MLLW (Mean Lower Low Water),12,12,350,430,,,Child,01-JAN-1990,-146.34944,61.1258330000001
2237,61.126667,-146.34694,95130-205,0TL1,31893,VDZ,"City of Valdez Small Boat Harbor, Floats A - K.",Dock,Validated for Public,"Northerly shore of Port Valdez, at north side of Small-Boat Harbor.",,Valdez,AK,99686,Valdez-Cordova,261,112,00,8081,,4818,"Valdez Harbor (Small Boat Harbor), AK",4816.00,"Valdez, AK",,,,,Current Operator: City of Valdez. Phone: 907-835-4981 FAX: 907/835-2958,Current Owner: State of Alaska and City of Valdez.,Mooring commercial vessels and recreational craft.,"Via North Harbor Drive, unpaved, various widths; from Meals Avenue, dual lane, each asphalt, 30 feet wide.",None.,,"Eleven parallel timber-and-concrete floats with one 
795- by 10-foot and one 320 + 120- by 8- to 10-foot longitudinal floats with five approach ramps at north side of basin. Timber piers for vertical-boat-lift are  located between the two longitudinal floats. ","One 60-ton, gasoline-hydraulic mobile-vertical-boat-lift.","Small-boat harbor has capacity for mooring approximately five-hundred-and-ten vessels.  Entrance channel to harbor is 120 feet wide. 
Floats D and E are 337.5- and 375- by 10-foot with 32-foot stalls; Float F is 344- by 6-foot with 24-foot stalls; Float G is 296- by 6-foot with 24-foot stalls; Float H is 340- by 8-foot with 50-foot stalls; Float I is 350- by 6-foot with 40-foot stalls; and Floats J and K are each 350- by 8-foot with 30-foot stalls.  ",MLLW (Mean Lower Low Water),12,12,50,20400,,,Child,01-JAN-1990,-146.34694,61.1266670000001
2238,61.089167,-146.39555,95130-310,0TL3,31895,VDZ,"Alyeska Pipeline Marine Terminal, Berth No. 4.",Dock,Validated for Public,"South shore of Port Valdez, between Jackson Point and Saw Island.",,Valdez,AK,,Valdez-Cordova,261,112,00,8081,,4816,"Valdez, AK",4816.00,"Valdez, AK",,,,,,Current Owner and Operator: Alyeska Pipeline Service Co. Phone: 907/834-7315 FAX: 907/834-6288,Shipment of crude oil.,"Via Port Valdez Drive, dual lane, each asphalt, 
30 feet wide; from Dayville Road, asphalt, 30 feet wide; and Richardson Highway (State Highway 4), dual lane, each asphalt, various widths.",None.,Crude Petroleum,"Steel pile, concrete-decked offshore wharf with four steel pile, concrete-decked breasting platforms in line with face; and six concrete-capped steel-pile mooring dolphins 150 feet in rear of line of face, connected by steel-truss grating-decked walkways.  Wharf, fronted by rubber-cushioned timber-fender system, has a 1,180- by 25-foot approach.","Four 16-inch, swivel-jointed pipeline-loading arms; and two 16-inch vapor arms.","One 48-inch crude oil; one 42-inch ballast; and one 24-inch vapor-recovery pipelines on wharf connect with appropriate tankage described under company-owned Berth 1 (Ref. 
No. 34).  Wharf has a 12-foot-wide roadway approach.",MLLW (Mean Lower Low Water),90,90,1380,1380,38,38,Child,01-JAN-1990,-146.39555,61.089167
2239,61.09,-146.40361,95130-310,0TL4,31896,VDZ,"Alyeska Pipeline Marine Terminal, Berth No. 5.",Dock,Validated for Public,"Southerly shore of Port Valdez, at east side of Saw Island.",,Valdez,AK,,Valdez-Cordova,261,112,00,8081,,4816,"Valdez, AK",4816.00,"Valdez, AK",,,,,,Current Owner and Operator: Alyeska Pipeline Service Co. Phone: 907/834-7315 FAX: 907/834-6288,Shipment of crude oil.,"Via Port Valdez Drive, dual lane, each asphalt, 
30 feet wide; from Dayville Road, asphalt, 30 feet wide; and Richardson Highway (State Highway 4), dual lane, each asphalt, various widths.",None.,Crude Petroleum,"Steel pile, concrete-decked offshore wharf with four steel pile, concrete-decked breasting platforms in line with face; and four steel pile, concrete-decked mooring dolphins approximately 150 feet at rear of line of face, all connected by steel-truss grating-decked walkways. Wharf, fronted by rubber-cushioned timber-fender system, has a 1,500- by 25-foot approach.","Four 16-inch, swivel-jointed pipeline loading arms and two 16-inch vapor arms.","Wharf is in line and contiguous with west side of adja- cent, company-owned Berth 4 (Ref. No. 38) providing for a total of 2,765 feet of continuous berthing space.  One 48-inch crude oil; one 42-inch ballast; and one 26-inch vapor-recovery pipelines on wharf connect with appro- priate tankage described under company-owned Berth 1 (Ref. No. 34). Wharf has a 12-foot-wide roadway approach. ",MLLW (Mean Lower Low Water),85,85,1385,1385,38,38,Child,01-JAN-1990,-146.40361,61.09
2245,60.119444,-149.43805,95180-400,0TV0,32198,SWD,"City of Seward, Small Boat Harbor Floats.",Dock,Validated for Public,"Northwesterly corner of Resurrection Bay, Seward.",,Seward,AK,99664,Kenai Peninsula,122,112,00,8155,,4930,"Seward Harbor, AK",4907.00,"Seward, AK",,,,,Current Operator: U.S. Coast Guard,Current Owner and Operator: City of Seward. Phone: 907/224-3138 FAX: 907/224-7187,"Mooring commercial vessels, recreational craft, excursion vessels, tugs, and U. S. Coast Guard vessels.
USCGC Mustang Draft 6.5 feet","Via Fourth Avenue, asphalt, 20 feet wide.",None.,,"Ten parallel steel-and-concrete floats:  four at south section extending from 440- by 8-foot longitudinal float; and six at north section extending from 680- by 10-foot float. Longitudinal floats are in line, with two approach ramps at south float, three approach ramps at west side of basin, and two timber-boat ramps at southwest corner of Small-Boat Harbor.",None.,"Small-Boat Harbor has capacity for mooring approximately six-hundred-and-fifty vessels with 120-foot-wide entrance channel at 15-foot depth.
Floats A, B, C, and D are all at south section, with  south longitudinal float at 17-foot stalls:  Float A is 362- by 10-foot with 23-foot stalls; Float B is 462- by 10-foot with 32-foot stalls; Float C is 500- by 10-foot with 32-foot stalls; and Float D is 600- by 10-foot with 40-foot stalls.
Floats E, F, H, J, K, and L are all at north section:  
Float E is 664- by 12-foot with 50-, 75-, and 90-foot stalls; Float F is 632- by 10-foot with 50-foot stalls on north side; Float H is 633- by 10-foot with 40-foot stalls; Float J is 378- by 10-foot with 32-foot stalls; Float K is 357- by 8-foot; and Float L is 125- by 10-foot. U.S. Coast Guard Cutter ""Mustang"" moors at Float F.",MLLW (Mean Lower Low Water),12,12,75,26000,,,Child,01-JAN-1990,-149.43805,60.119444
2246,59.603889,-151.41722,95220-400,0TV1,32199,HOM,"City of Homer Small Boat Harbor, South Fuel Float.",Dock,Validated for Public,"North side of Kachemak Bay, Homer, at southeast side of Small-Boat Harbor.",,Homer,AK,99603,Kenai Peninsula,122,112,00,8127,,4844,"Homer Harbor, AK",4830.00,"Homer, AK",,,,,,"Current Owner and Operator: Harbor Enterprises, Inc., dba Petro Marine Services. Phone: 907-235-8818 FAX: 907/235-2144",Fueling vessels.,"Via Fish Dock Road, asphalt-and-gravel, 24 feet wide; from Homer Spit Road, asphalt, various widths; and Sterling Highway (State Highway 1), dual lane, each asphalt, various widths.",None.,,"Concrete-capped steel float moored to steel piles with 
80- by 3-foot steel ramp.",None.,Three 3-inch pipelines extend to float from two steel stor- age tanks at rear; total capacity 950 barrels.  Float has twelve fueling stations.,MLLW (Mean Lower Low Water),20,20,120,120,,,Child,01-JAN-1990,-151.41722,59.603889
2301,53.922832,-166.641192,96080-305,02H6,2896,DUT,BROAD BAY,Open Water,Validated for TOWS,,,DUTCH HARBOR,AK,99692,Aleutians West,16,112,00,8196,0,4947,"Unalaska Channels, AK",4939.00,"Unalaska Island, AK",,,0,,,,,,,,,,,,,,,,,,,17-JUL-1992,-166.641192,53.922832
2553,61.299702,-160.64252,96460-121,02DM,2775,TLT,KALSAG VILLAGE,Dock,Validated for TOWS,,,TULUKSAK,AK,99679,Bethel,50,112,00,8243,178,4819,"Kuskokwim River, AK",,,,,178,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass | Primary Iron and",,,,,,,,,,,,01-JAN-1990,-160.64252,61.2997020000001
2554,61.421382,-160.557824,96460-122,02DN,2776,,"BIRCHTREE, AK",Dock,Validated for TOWS,,,LOWER KALSKAG,AK,99626,Bethel,50,112,00,8243,194,4819,"Kuskokwim River, AK",,,,,194,,,,,,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-160.557824,61.4213820000001
2555,62.092265,-156.202293,96460-211,02E1,2789,TCT,STERLING LANDING VILLAGE,Dock,Validated for TOWS,,,TAKOTNA,AK,99675,Yukon-Koyukuk,290,112,00,8243,473,4819,"Kuskokwim River, AK",,,,,473,,,,,,,"Gasoline, Jet Fuel, Kerosene | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Pri",,,,,,,,,,,,01-JAN-1990,-156.202293,62.0922650000001
2556,61.550154,-160.122811,96460-142,02DR,2779,KLG,CHAUTHBALUK BEACH,Dock,Validated for TOWS,,,KALSKAG,AK,99607,Bethel,50,112,00,8243,222,4819,"Kuskokwim River, AK",,,,,222,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime;",,,,,,,,,,,,01-JAN-1990,-160.122811,61.5501540000001
2557,61.562224,-159.756336,96460-151,02DS,2780,KLG,NAPAMUTE VILLAGE,Dock,Validated for TOWS,,,KALSKAG,AK,99607,Bethel,50,112,00,8243,240,4819,"Kuskokwim River, AK",,,,,240,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Primary Wood Products; Veneer; Plywood | All Manufactured Eq",,,,,,,,,,,,01-JAN-1990,-159.756336,61.5622240000001
2558,61.619936,-158.929894,96460-161,02DT,2781,ANI,CROAKED CREEK VILLAGE,Dock,Validated for TOWS,,,ANIAK,AK,99557,Bethel,50,112,00,8243,280,4819,"Kuskokwim River, AK",,,,,280,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Primary Wo",,,,,,,,,,,,01-JAN-1990,-158.929894,61.6199360000001
2559,61.763554,-158.168551,96460-170,02DU,2782,CKD,RED DEVIL BEACH,Dock,Validated for TOWS,,,CROOKED CREEK,AK,99575,Bethel,50,112,00,8243,324,4819,"Kuskokwim River, AK",,,,,324,,,,,,,"Gasoline, Jet Fuel, Kerosene | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-158.168551,61.7635540000001
